id,position,age,area,sex,partner,num_child,education,service_length,study_time,commute,overtime,salary
9913,3,39,福島県,1,0,0,3,15,11.0,1.3,1.4,753.8301606418875
9914,2,39,島根県,2,1,2,0,21,0.0,1.5,9.6,318.49590992806424
9915,2,44,沖縄県,1,1,1,1,24,2.0,2.1,3.2,598.0431852100389
9916,0,23,新潟県,1,1,3,2,0,1.0,1.1,23.4,312.90486651214593
9917,2,41,沖縄県,2,1,1,0,23,5.0,1.6,14.2,384.35401796172187
9918,2,41,東京都,1,0,0,0,23,3.0,1.2,22.2,475.2701572228573
9919,3,52,栃木県,2,1,0,2,30,0.0,1.5,11.7,502.18501200597336
9920,1,30,三重県,2,0,0,2,8,5.0,0.5,11.2,231.15983320099338
9921,1,31,京都府,2,1,2,1,11,2.0,1.2,11.9,296.9029865625062
9922,3,49,山口県,1,0,0,0,31,13.0,0.9,18.8,480.3179456782176
9923,2,41,北海道,1,1,1,2,19,2.0,1.5,12.9,403.3724256027341
9924,3,46,北海道,2,1,1,0,28,13.0,1.9,19.3,483.2266615454866
9925,2,41,栃木県,1,1,2,4,14,0.0,2.0,3.1,782.3500403857186
9926,0,27,長野県,2,1,5,0,9,0.0,1.1,10.9,272.00577017895165
9927,4,53,香川県,2,0,0,0,35,6.0,0.8,16.0,572.7213364982767
9928,0,25,兵庫県,2,1,5,2,3,5.0,1.2,10.5,294.09307197325705
9929,0,24,山口県,2,0,0,0,6,2.0,0.3,3.2,165.92635800642398
9930,2,38,北海道,1,0,0,2,12,7.0,1.1,5.9,594.8906359514261
9931,0,23,福岡県,1,0,0,2,0,5.0,0.7,8.7,387.2314078619498
9932,2,39,茨城県,2,1,1,1,19,7.0,1.8,5.8,357.55257824934733
9933,0,24,千葉県,1,1,3,1,4,2.0,1.2,17.0,305.60787265831453
9934,2,39,奈良県,2,0,0,1,19,10.0,0.7,7.8,308.49744112176154
9935,1,33,栃木県,2,1,3,1,5,0.0,1.4,6.3,308.4981045782638
9936,0,22,山形県,1,1,1,1,2,1.0,0.9,14.1,237.5925209883618
9937,3,40,福島県,1,1,2,0,22,10.0,2.0,18.1,453.3561393914182
9938,3,47,福井県,2,1,2,3,23,12.0,1.8,8.1,505.7092454819842
9939,0,26,岩手県,2,0,0,0,8,1.0,0.1,12.5,191.5504928216103
9940,0,23,群馬県,2,1,2,2,0,6.0,1.1,12.1,238.78230007779084
9941,3,51,長野県,2,1,0,0,33,0.0,1.2,9.8,474.3607264032589
9942,2,45,栃木県,2,0,0,1,25,7.0,0.7,9.8,350.70860651108455
9943,0,25,東京都,2,0,0,1,5,1.0,0.6,17.4,233.6991907572916
9944,0,23,東京都,1,1,1,1,0,8.0,2.4,13.8,256.76720469611985
9945,4,49,鳥取県,2,1,1,2,27,1.0,2.1,9.0,528.7573078518838
9946,0,23,神奈川県,2,0,0,0,5,1.0,0.5,11.3,214.24809465408444
9947,3,46,埼玉県,1,1,3,0,28,0.0,1.9,20.3,562.8952554819925
9948,0,24,愛媛県,1,1,3,2,2,7.0,1.2,13.8,274.3044317994637
9949,1,35,山形県,2,0,0,1,15,3.0,0.6,11.7,219.59087644998002
9950,3,35,山口県,1,0,0,1,15,4.0,0.8,21.8,426.93069718918133
9951,0,25,愛知県,2,0,0,0,7,3.0,0.1,4.4,165.5183499216742
9952,1,18,秋田県,2,1,1,0,0,7.0,1.4,17.4,265.07591787699823
9953,1,35,大阪府,2,0,0,3,11,0.0,2.3,1.2,594.6112171061973
9954,3,47,群馬県,1,1,5,2,25,2.0,1.7,22.6,593.5235144562535
9955,3,49,滋賀県,1,1,1,4,22,4.0,2.4,12.0,841.8641038635693
9956,0,25,大分県,1,0,0,1,5,0.0,0.1,20.6,237.2850881260516
9957,4,53,愛媛県,2,1,0,2,31,12.0,1.5,10.5,545.4474792193256
9958,0,23,山形県,2,0,0,2,0,5.0,0.2,17.9,207.59290923884473
9959,0,25,鳥取県,1,1,3,2,0,5.0,1.5,20.3,347.1672304115941
9960,0,21,大分県,1,0,0,1,0,2.0,0.1,17.8,184.52668725258167
9961,2,39,山口県,1,1,0,3,15,18.0,1.5,7.7,712.9980666581645
9962,1,30,鳥取県,2,1,2,1,10,4.0,2.0,11.0,441.7631234819748
9963,3,48,岩手県,2,0,0,1,28,0.0,0.7,5.7,475.2590973478823
9964,0,24,徳島県,2,0,0,1,2,5.0,0.3,5.6,162.328280348669
9965,0,26,新潟県,1,1,0,1,6,3.0,1.0,13.5,217.62648418688647
9966,2,46,東京都,1,0,0,0,28,10.0,1.4,13.4,452.5556120825755
9967,1,42,熊本県,1,1,3,3,18,1.0,1.6,11.6,383.0311550005313
9968,1,36,熊本県,1,0,0,0,18,0.0,0.4,20.4,294.7335008630145
9969,4,58,岡山県,2,0,0,2,36,1.0,0.9,9.6,545.6260686116473
9970,0,25,長野県,1,0,0,0,7,4.0,0.1,13.7,188.04131378565222
9971,0,24,愛媛県,1,0,0,1,4,0.0,0.2,13.8,205.6727140624822
9972,0,25,秋田県,1,0,0,0,2,1.0,0.3,16.5,196.71361253824352
9973,0,20,佐賀県,2,0,0,0,2,2.0,0.1,11.5,158.59321080704711
9974,0,21,東京都,1,1,2,0,3,10.0,2.3,21.8,324.7907711483744
9975,0,23,鹿児島県,1,1,3,1,0,8.0,1.2,23.3,314.90803910507043
9976,1,18,北海道,1,1,1,0,0,4.0,1.4,18.2,282.2580099939323
9977,2,47,埼玉県,2,0,0,2,25,7.0,0.6,15.7,379.3102173212808
9978,3,40,千葉県,2,1,2,2,18,5.0,1.7,5.8,456.8424768644736
9979,3,47,岡山県,1,1,1,1,27,1.0,1.8,11.8,460.82511886191486
9980,3,52,群馬県,1,1,1,4,25,11.0,2.5,4.2,920.7469031425491
9981,0,27,岐阜県,1,1,1,2,5,2.0,1.4,17.5,283.38798282832727
9982,0,25,長野県,2,1,2,1,5,0.0,1.3,13.9,248.56341449546048
9983,2,40,徳島県,2,0,0,0,22,4.0,1.1,12.4,481.41504502457934
9984,4,45,富山県,2,0,0,1,25,1.0,0.9,12.4,553.3559537600836
9985,3,54,栃木県,2,0,0,1,34,4.0,0.8,10.6,411.242012493404
9986,1,23,鳥取県,2,0,0,1,3,-0.0,0.4,5.9,229.7192321426607
9987,0,27,兵庫県,2,1,1,0,6,0.0,1.4,2.9,201.20584137784303
9988,0,27,長崎県,1,1,2,2,5,1.0,1.2,13.4,271.8857085446928
9989,0,23,熊本県,2,1,1,0,5,0.0,1.3,12.4,207.6289603065719
9990,0,22,福井県,1,1,2,0,4,-0.0,1.1,19.1,258.75367759144285
9991,1,28,青森県,1,1,1,3,0,0.0,1.4,22.4,303.94100373980166
9992,4,46,東京都,2,1,2,0,28,10.0,3.9,9.9,679.8686893113809
9993,0,22,岡山県,1,1,2,1,1,5.0,1.1,14.7,241.55717674389754
9994,1,42,京都府,1,0,0,1,22,6.0,0.7,15.0,325.7173479966
9995,3,43,岐阜県,1,0,0,0,25,1.0,0.8,14.2,448.93692361484517
9996,2,55,三重県,2,0,0,3,31,9.0,1.2,11.1,735.5198699721819
9997,3,26,香川県,1,1,2,3,2,0.0,2.1,14.9,727.2652704831785
9998,3,49,沖縄県,2,1,2,0,31,15.0,1.8,5.8,440.99859085717065
9999,3,49,山形県,2,0,0,1,29,1.0,0.9,15.2,466.6648767387655
10000,2,40,山梨県,1,1,2,2,18,0.0,1.7,18.3,345.107556197759
10001,2,42,福岡県,2,1,6,0,24,12.0,1.7,6.9,496.08593025365735
10002,2,48,静岡県,2,0,0,2,26,4.0,1.1,9.3,624.3895852288165
10003,2,40,石川県,2,1,3,0,22,6.0,1.5,12.0,430.73462300198696
10004,0,22,長崎県,1,0,0,1,0,6.0,0.1,23.7,218.62386049763947
10005,0,25,石川県,2,0,0,0,7,0.0,0.1,4.5,153.63356390821664
10006,1,34,三重県,1,1,2,2,12,0.0,2.2,13.6,523.2897344159089
10007,2,42,京都府,1,1,3,1,22,0.0,1.8,12.1,458.7216932485036
10008,1,24,奈良県,2,1,1,2,1,0.0,1.2,5.6,270.00927080346617
10009,0,19,埼玉県,2,0,0,0,0,1.0,0.1,8.9,164.71242677944198
10010,2,43,奈良県,1,0,0,1,7,12.0,0.7,14.5,370.62010172622496
10011,0,21,福島県,1,1,2,1,0,6.0,1.1,17.4,259.89631528663443
10012,1,22,京都府,1,1,1,1,1,0.0,1.4,11.2,250.27389593089654
10013,3,57,福島県,1,0,0,2,35,0.0,0.9,9.4,473.65536658290154
10014,2,40,島根県,2,1,3,2,18,-0.0,2.2,13.8,623.640872463172
10015,3,50,三重県,2,0,0,2,28,-0.0,0.8,11.9,505.00791406239273
10016,0,28,徳島県,1,0,0,1,8,0.0,0.3,11.6,211.22739787628174
10017,0,26,沖縄県,1,1,0,3,2,12.0,1.4,5.4,518.980570312415
10018,2,46,島根県,1,1,2,0,28,0.0,1.6,16.9,471.7480811035903
10019,1,39,広島県,1,1,3,0,21,0.0,1.5,27.0,426.5099308871106
10020,2,41,東京都,2,1,3,1,21,7.0,3.4,11.5,464.08710970652885
10021,0,25,大阪府,1,1,1,1,5,2.0,2.6,17.5,298.5973168804641
10022,0,22,北海道,2,1,2,1,0,-0.0,1.4,14.9,241.2467841795825
10023,3,39,新潟県,1,1,0,1,19,7.0,1.3,12.1,476.18378689225284
10024,0,25,奈良県,2,1,0,1,5,3.0,0.8,11.4,212.04262575669256
10025,0,20,新潟県,1,0,0,0,1,1.0,0.3,26.0,226.87647605332052
10026,0,24,鳥取県,1,1,2,1,1,4.0,1.3,9.2,245.10249307768737
10027,0,24,千葉県,1,0,0,2,2,3.0,0.2,16.2,185.34472173863992
10028,3,42,香川県,2,0,0,2,20,13.0,0.9,9.4,400.90810559868095
10029,2,42,福岡県,1,1,0,3,18,0.0,1.1,12.9,446.71965163598725
10030,0,24,茨城県,1,1,2,2,1,3.0,1.2,14.8,279.07180867434306
10031,0,22,長崎県,2,0,0,1,2,3.0,0.1,8.1,140.058048371464
10032,2,34,沖縄県,2,0,0,3,10,8.0,0.7,7.1,322.13332900068605
10033,2,45,奈良県,1,1,2,2,23,0.0,1.8,19.0,458.08456872775815
10034,0,21,沖縄県,2,0,0,1,0,0.0,0.1,4.6,150.90281523265313
10035,2,42,愛媛県,2,0,0,2,20,2.0,0.8,14.6,388.71884130835707
10036,0,26,東京都,1,0,0,0,8,4.0,0.5,14.9,223.780163308822
10037,0,25,石川県,1,1,1,2,1,9.0,1.0,21.4,249.46224738998856
10038,4,51,静岡県,2,1,1,1,31,3.0,1.9,19.7,599.0359055129562
10039,2,50,愛知県,2,1,3,0,32,5.0,1.6,8.8,446.8103007312639
10040,0,22,鹿児島県,1,0,0,1,0,6.0,0.3,10.4,169.0319064719601
10041,0,29,岐阜県,2,0,0,2,7,3.0,0.3,8.2,239.7358273907619
10042,0,24,熊本県,1,1,1,1,4,1.0,1.4,9.5,234.31042069151067
10043,1,34,香川県,1,1,6,1,7,8.0,1.5,24.3,433.19807695170834
10044,0,28,宮崎県,1,1,1,0,10,2.0,1.2,21.5,270.9392283000765
10045,4,51,岐阜県,2,0,0,1,31,5.0,1.1,5.6,525.5334101830542
10046,3,38,群馬県,2,1,0,2,16,4.0,1.3,15.3,465.1695705491397
10047,3,41,愛媛県,2,0,0,0,23,6.0,0.8,3.5,430.1117958253229
10048,0,27,大分県,2,1,1,0,9,8.0,1.2,12.4,223.10673316985313
10049,1,18,宮崎県,1,0,0,0,0,2.0,0.8,1.2,345.55704446814644
10050,0,26,千葉県,1,0,0,1,6,3.0,0.5,9.1,151.74338032975788
10051,3,33,新潟県,2,1,1,1,13,0.0,1.7,5.1,386.28890929315094
10052,4,53,山梨県,2,1,1,1,33,0.0,2.0,9.8,618.4018847722086
10053,4,48,石川県,1,1,0,2,26,0.0,1.4,19.9,600.7539576379268
10054,1,23,栃木県,2,0,0,1,3,1.0,0.3,9.1,227.66611217282247
10055,0,21,福島県,1,0,0,0,2,5.0,0.2,20.4,207.11088170164064
10056,2,44,香川県,2,1,4,1,24,4.0,1.7,17.3,484.99734992260005
10057,3,41,三重県,2,0,0,1,21,0.0,0.8,4.7,384.3357793099274
10058,0,24,福井県,1,0,0,2,2,9.0,0.1,17.4,212.65740320240204
10059,0,23,広島県,2,0,0,0,2,2.0,0.2,6.3,154.48293456210416
10060,2,28,香川県,2,1,2,0,10,6.0,1.5,14.0,357.6155458913685
10061,3,46,三重県,2,1,2,2,24,12.0,1.7,17.9,550.4222118223993
10062,0,28,愛知県,1,0,0,0,10,2.0,0.2,16.6,239.2816553121951
10063,0,25,栃木県,1,0,0,2,0,2.0,0.2,17.7,197.6238938439956
10064,0,20,新潟県,2,1,2,0,0,4.0,1.0,8.6,222.85621543958572
10065,2,57,北海道,1,0,0,1,37,3.0,0.7,19.5,443.9994320703541
10066,3,40,三重県,2,1,3,2,18,3.0,1.7,8.0,505.3624152773108
10067,1,19,福岡県,1,1,1,0,0,7.0,1.9,15.3,350.3478958999832
10068,3,44,山口県,1,1,0,0,26,12.0,1.3,14.5,448.92318428212496
10069,0,23,徳島県,2,1,1,1,3,3.0,1.2,8.3,236.4796229199559
10070,1,28,和歌山県,1,1,2,2,6,7.0,1.4,13.7,314.3841921863378
10071,1,24,大分県,1,1,3,2,2,6.0,1.9,10.3,510.1206372261534
10072,1,31,山形県,2,0,0,1,11,7.0,0.4,9.1,223.46375123167047
10073,3,54,富山県,2,1,1,2,32,11.0,1.7,14.6,558.0040884793073
10074,1,24,長崎県,1,0,0,0,6,5.0,0.5,9.1,208.55380994482775
10075,0,25,長野県,1,0,0,0,7,1.0,0.3,21.5,217.07787279160297
10076,1,25,千葉県,2,0,0,2,3,7.0,1.0,8.7,500.9426506199963
10077,0,20,沖縄県,2,1,2,0,2,4.0,0.9,10.8,215.05345852808165
10078,2,40,岐阜県,2,0,0,1,20,6.0,0.9,11.9,586.6081432244378
10079,1,18,宮城県,1,0,0,0,0,2.0,0.2,17.0,229.09244425251768
10080,0,22,大分県,2,1,1,1,0,5.0,1.2,7.0,202.39133890448187
10081,1,20,福井県,2,1,0,0,2,2.0,0.8,15.7,253.65018737603774
10082,0,23,山梨県,1,1,0,2,0,2.0,0.7,17.1,217.1598932837555
10083,1,21,栃木県,2,1,3,1,0,0.0,1.7,10.4,416.6664548322557
10084,0,25,大阪府,2,0,0,1,4,3.0,0.5,6.0,228.39102882038426
10085,1,35,奈良県,1,1,1,1,15,10.0,1.3,21.0,277.7757646380174
10086,0,23,佐賀県,2,0,0,0,5,2.0,0.4,5.1,169.59712398607607
10087,0,26,福島県,2,1,7,2,0,0.0,1.1,15.4,355.59759955257783
10088,1,25,滋賀県,1,1,0,2,2,4.0,0.9,8.6,230.9596100299035
10089,1,41,山梨県,1,1,2,0,23,0.0,1.7,14.7,376.1459372951406
10090,0,23,福岡県,2,1,3,0,5,1.0,1.1,4.1,244.2408817618479
10091,4,51,山口県,2,1,2,1,31,0.0,1.9,5.3,596.967673621793
10092,0,25,熊本県,2,0,0,0,7,6.0,0.3,11.9,175.24563139277285
10093,0,24,鹿児島県,1,1,3,2,2,5.0,1.2,17.8,263.84267990400156
10094,2,41,新潟県,2,0,0,1,21,6.0,0.7,10.2,323.78677417743353
10095,3,47,愛媛県,2,0,0,1,27,3.0,1.0,6.7,426.99494055114957
10096,1,40,長野県,2,1,3,0,22,5.0,1.5,14.4,364.53127418156254
10097,1,32,秋田県,2,0,0,1,12,0.0,0.5,12.1,236.69128387155533
10098,3,46,千葉県,1,1,2,0,4,13.0,2.0,17.4,516.6423809662848
10099,0,23,三重県,1,0,0,2,0,1.0,0.1,12.1,185.59761062392263
10100,0,22,山形県,2,1,1,0,4,3.0,1.0,10.1,201.3231174105643
10101,1,41,青森県,1,0,0,1,19,4.0,0.5,14.5,294.6972695556201
10102,0,24,青森県,2,0,0,1,4,0.0,0.2,10.7,151.62693735698235
10103,2,35,秋田県,1,1,3,2,13,4.0,1.6,13.9,380.4998167230513
10104,3,39,富山県,2,1,0,0,21,0.0,1.2,8.2,437.2182610936015
10105,3,38,鳥取県,2,0,0,2,16,18.0,1.2,5.6,660.5280073853899
10106,3,57,福島県,1,0,0,0,39,7.0,0.9,12.1,475.8810810993836
10107,4,44,沖縄県,1,1,2,0,5,7.0,1.9,19.6,537.2365425232922
10108,0,21,京都府,2,0,0,1,0,4.0,0.1,4.9,164.6056426546294
10109,2,30,沖縄県,2,0,0,1,10,7.0,0.4,0.3,259.51824525953873
10110,0,23,岩手県,2,0,0,2,0,3.0,0.1,5.2,150.21702354377132
10111,1,46,奈良県,2,1,2,3,22,-0.0,1.6,8.4,336.5432207270184
10112,0,23,滋賀県,2,1,1,1,3,3.0,1.2,16.4,216.82456715682846
10113,0,26,石川県,2,0,0,0,8,5.0,0.2,17.7,181.25698425965456
10114,3,52,山梨県,1,1,2,1,32,0.0,2.0,5.5,671.6512805301277
10115,2,29,広島県,2,1,1,4,0,5.0,2.1,15.5,763.0398295930246
10116,2,56,徳島県,2,0,0,0,38,4.0,0.7,2.2,380.8040387128513
10117,1,24,静岡県,2,1,2,2,2,13.0,1.9,1.5,470.5283281237251
10118,3,41,長野県,1,1,2,1,21,15.0,1.8,14.3,483.3096016494796
10119,2,46,群馬県,2,1,0,1,26,2.0,1.2,9.2,416.7943331031017
10120,0,26,徳島県,2,0,0,1,6,-0.0,0.3,7.3,185.68141224165103
10121,2,39,香川県,1,1,0,4,12,0.0,1.1,12.9,268.67317008244186
10122,0,24,長野県,2,1,0,0,6,5.0,0.5,12.3,189.1651516621558
10123,1,35,京都府,1,0,0,0,17,3.0,0.6,18.3,309.20693828394707
10124,2,52,岐阜県,1,0,0,4,25,4.0,1.4,9.2,892.78946085941
10125,0,22,富山県,1,0,0,1,1,2.0,0.2,21.6,221.991597609067
10126,3,37,鳥取県,2,0,0,1,17,2.0,0.8,15.0,449.5665942895781
10127,2,49,岡山県,1,0,0,2,27,-0.0,0.8,21.6,427.73915843609694
10128,1,19,沖縄県,1,0,0,0,0,3.0,0.9,14.1,348.2373981032657
10129,0,24,大分県,2,0,0,2,2,-0.0,0.1,1.3,148.1028031859741
10130,1,26,和歌山県,2,0,0,3,2,6.0,0.5,12.1,226.49253409960485
10131,1,29,山口県,2,1,3,0,11,5.0,1.5,3.2,317.58564868792246
10132,2,42,神奈川県,1,1,1,1,22,7.0,1.6,22.7,405.88132325577294
10133,1,22,東京都,2,1,1,0,4,8.0,2.8,8.7,300.7255053459063
10134,1,34,山形県,1,1,0,0,16,4.0,0.9,10.2,250.87053880917352
10135,0,23,宮城県,2,1,1,0,4,0.0,1.2,17.1,237.5324355889502
10136,1,35,兵庫県,2,1,1,1,15,7.0,1.5,3.8,256.2793053363947
10137,2,32,石川県,2,1,1,1,12,1.0,1.8,14.8,339.52461662108675
10138,1,29,青森県,1,1,0,0,11,5.0,1.1,22.4,269.22705013592
10139,3,48,徳島県,2,1,0,0,30,9.0,1.4,7.6,476.23047202388796
10140,1,26,山形県,1,0,0,0,8,0.0,0.4,18.6,257.4984710233902
10141,0,23,佐賀県,2,0,0,0,5,-0.0,0.2,11.9,197.73946581275155
10142,2,45,新潟県,1,1,2,2,23,8.0,1.6,20.6,491.99874078543303
10143,0,23,島根県,2,1,1,1,1,0.0,1.4,12.5,228.48626400596154
10144,2,37,長崎県,1,1,2,1,17,7.0,1.8,11.3,539.7659874123101
10145,0,24,岐阜県,1,1,4,0,2,1.0,1.3,10.4,287.2517569908913
10146,1,24,東京都,1,0,0,0,6,0.0,0.8,24.9,324.0295281184762
10147,0,24,静岡県,2,0,0,0,6,3.0,0.3,18.7,182.40091351214284
10148,1,30,山形県,1,1,1,3,6,5.0,1.6,17.6,293.89414034838336
10149,3,46,兵庫県,2,0,0,0,28,11.0,0.9,13.9,417.7343636173074
10150,2,36,佐賀県,1,1,4,1,16,6.0,1.6,12.6,413.75682323031197
10151,2,41,群馬県,1,0,0,4,14,0.0,1.3,10.6,757.2191565104571
10152,1,37,山形県,2,0,0,2,15,5.0,0.4,17.4,323.5800898182414
10153,2,40,沖縄県,1,1,2,2,18,0.0,1.6,7.0,328.79232718141213
10154,0,26,熊本県,1,1,3,3,0,0.0,1.2,9.8,247.81575917510574
10155,0,21,岐阜県,1,0,0,0,2,0.0,0.1,13.7,182.37298944744916
10156,3,48,東京都,1,0,0,1,28,12.0,1.6,23.4,568.6142137626456
10157,2,39,千葉県,1,0,0,1,19,8.0,1.1,5.7,531.8005314332545
10158,2,50,茨城県,1,1,2,3,26,1.0,2.3,21.6,722.0142758999617
10159,0,25,福井県,1,0,0,1,5,3.0,0.1,9.5,147.25088629105096
10160,2,47,東京都,1,0,0,0,29,12.0,1.5,13.7,439.47005586168876
10161,2,56,静岡県,2,1,2,0,38,3.0,1.7,12.6,452.9363826702574
10162,2,53,長崎県,2,1,2,0,35,5.0,1.6,4.6,441.58084258834316
10163,1,44,北海道,2,0,0,0,26,11.0,0.3,4.0,282.04077871054955
10164,0,22,茨城県,2,0,0,0,4,4.0,0.2,4.4,155.81848095937949
10165,0,22,福岡県,2,0,0,1,2,2.0,0.2,3.5,169.2998991251664
10166,2,51,新潟県,1,0,0,2,29,0.0,0.6,12.0,344.3163923099206
10167,1,43,佐賀県,1,1,2,2,21,4.0,1.6,14.0,360.2766522404489
10168,0,22,静岡県,1,0,0,1,1,3.0,0.2,19.2,196.0487774773554
10169,2,56,福島県,2,1,2,3,19,5.0,1.8,6.8,465.94551710204047
10170,1,36,京都府,1,1,4,0,18,10.0,1.7,6.9,366.02420061131863
10171,0,23,埼玉県,2,1,2,2,0,4.0,1.9,9.5,373.2983405160853
10172,1,37,茨城県,1,0,0,2,15,3.0,1.0,11.3,579.0310963422137
10173,0,24,群馬県,1,1,2,0,4,3.0,1.3,20.0,268.94232974075123
10174,0,26,大阪府,1,0,0,1,6,5.0,0.4,18.7,241.96635454726302
10175,2,34,宮城県,1,1,3,1,14,0.0,1.5,7.9,358.37148063517964
10176,1,37,佐賀県,1,1,2,4,10,2.0,1.7,17.3,336.23449742282946
10177,3,34,長崎県,1,1,2,0,16,8.0,1.7,7.2,448.472497477896
10178,0,22,和歌山県,2,1,2,1,2,8.0,1.0,10.7,232.58612682680044
10179,0,23,広島県,2,1,2,0,5,0.0,1.2,7.3,257.550643529305
10180,0,20,和歌山県,2,0,0,0,1,4.0,0.2,9.6,149.5968706872525
10181,1,37,埼玉県,1,1,0,1,17,13.0,1.1,26.3,340.40873813589053
10182,0,22,大分県,2,0,0,1,2,0.0,0.1,13.0,152.0705926482531
10183,1,43,大阪府,2,0,0,2,21,2.0,1.3,10.2,360.68910700222125
10184,2,40,香川県,2,0,0,2,18,4.0,0.7,6.4,328.2643863819289
10185,0,24,石川県,2,0,0,2,0,2.0,0.3,9.9,182.5865876344955
10186,2,44,千葉県,2,1,1,2,22,3.0,2.2,4.7,657.664830411298
10187,2,44,高知県,1,1,2,3,20,0.0,1.8,18.4,442.21703109688235
10188,1,32,福岡県,2,0,0,1,12,6.0,0.4,13.3,280.0792911316558
10189,2,32,栃木県,2,0,0,1,12,0.0,0.6,18.6,344.4127458647841
10190,2,40,宮崎県,1,1,3,2,18,8.0,2.1,21.8,596.3786557740709
10191,0,26,茨城県,2,1,1,0,8,9.0,1.4,14.6,237.9421670694401
10192,1,29,福岡県,2,0,0,3,5,3.0,0.5,0.0,190.75900969097773
10193,0,23,鹿児島県,1,0,0,0,5,5.0,0.2,14.6,185.77676719205957
10194,2,37,兵庫県,2,1,0,0,19,0.0,1.1,0.5,303.7152217430592
10195,1,37,北海道,2,0,0,1,17,4.0,0.6,0.6,244.67739659930245
10196,0,25,福島県,1,0,0,3,0,0.0,0.3,13.1,175.740145460982
10197,2,36,岡山県,2,1,2,0,18,5.0,1.8,11.3,373.4618070744507
10198,2,43,宮城県,2,0,0,0,25,16.0,0.8,10.8,333.29024056719146
10199,1,21,岡山県,2,0,0,1,0,2.0,0.4,4.3,185.65301965147603
10200,1,19,山梨県,1,0,0,0,0,7.0,0.8,6.3,354.3119086679757
10201,0,21,鹿児島県,2,0,0,1,0,2.0,0.1,7.5,161.8778272451951
10202,3,44,宮崎県,2,1,3,0,26,19.0,1.8,5.5,506.93259962594857
10203,4,50,広島県,2,1,5,1,30,1.0,1.9,8.7,603.0248289282642
10204,3,51,新潟県,2,1,0,0,33,5.0,1.6,13.4,504.81079174471427
10205,4,48,新潟県,1,0,0,3,24,0.0,0.9,14.0,489.54910248101237
10206,0,24,青森県,1,1,3,0,6,5.0,1.3,15.5,277.80530262005243
10207,0,25,奈良県,1,0,0,1,5,0.0,0.4,19.7,196.4548705963031
10208,0,24,千葉県,2,1,1,0,6,0.0,1.3,5.9,201.61148378451765
10209,1,36,香川県,2,1,2,4,9,4.0,2.2,9.2,778.5479557221927
10210,0,24,山梨県,2,0,0,1,4,4.0,0.1,10.8,172.08835341870807
10211,3,36,岐阜県,2,1,3,1,16,10.0,1.9,11.4,467.3353397223046
10212,0,20,沖縄県,1,0,0,0,2,3.0,0.1,13.9,157.1427821546315
10213,2,41,富山県,1,0,0,2,6,0.0,0.9,12.5,349.3379412502963
10214,2,50,島根県,1,0,0,0,32,1.0,0.6,20.2,425.6877862570207
10215,0,22,福岡県,1,1,3,1,2,6.0,1.2,9.2,248.74082483306893
10216,2,39,島根県,2,0,0,3,15,12.0,1.2,12.8,716.6832027346946
10217,2,42,山形県,2,1,0,3,18,3.0,1.0,18.0,357.23151359307434
10218,0,20,兵庫県,1,1,2,0,1,5.0,1.2,4.6,210.933803105853
10219,3,42,大分県,1,0,0,1,22,5.0,1.2,8.8,629.3696173214884
10220,0,24,愛媛県,2,0,0,0,2,2.0,0.3,7.4,176.03630142997127
10221,1,31,秋田県,1,1,1,2,9,5.0,1.7,8.7,527.4509091049331
10222,1,50,和歌山県,2,1,4,0,32,1.0,1.7,8.6,404.7622957291621
10223,0,22,福岡県,1,0,0,1,2,-0.0,0.1,5.4,182.3349203119844
10224,0,24,宮崎県,1,0,0,1,4,0.0,0.4,9.4,185.85001373080934
10225,4,42,茨城県,2,1,1,2,20,1.0,2.0,12.3,601.5973262418161
10226,2,53,宮城県,1,0,0,2,31,9.0,1.2,11.7,682.497699813692
10227,3,42,高知県,2,0,0,0,24,1.0,0.6,11.6,437.1854677691722
10228,0,24,鹿児島県,2,0,0,1,4,5.0,0.2,13.1,176.65042452896952
10229,0,24,山口県,1,1,2,2,2,8.0,1.2,22.9,257.6141380067376
10230,3,49,青森県,1,0,0,0,31,7.0,0.9,19.0,475.62637297474726
10231,4,52,岩手県,1,1,0,2,30,8.0,1.5,19.1,599.4002713125545
10232,2,42,新潟県,1,0,0,0,24,0.0,0.6,25.5,370.18687692353814
10233,4,53,福井県,1,1,0,1,33,0.0,1.4,17.8,607.1950582414071
10234,3,43,香川県,2,1,4,0,25,3.0,1.8,11.2,527.5045111196137
10235,0,21,香川県,2,0,0,1,0,5.0,0.2,16.7,174.72150014550567
10236,2,46,熊本県,2,0,0,2,24,0.0,1.2,13.0,593.0147047626836
10237,2,29,青森県,2,0,0,0,11,13.0,0.9,9.7,463.28683473179206
10238,1,18,熊本県,2,1,3,0,0,9.0,1.8,12.6,347.94162492808573
10239,3,55,三重県,1,0,0,4,28,0.0,1.3,13.0,931.4946358563068
10240,2,39,福岡県,2,1,2,0,21,0.0,1.8,3.8,342.6951294934622
10241,0,27,埼玉県,1,0,0,0,9,5.0,0.3,15.5,201.6274791711856
10242,1,24,兵庫県,2,0,0,1,4,0.0,0.4,18.6,311.44205494486425
10243,0,24,岩手県,1,1,2,1,4,9.0,1.3,11.6,206.9186134739584
10244,1,29,山梨県,1,0,0,3,5,4.0,0.5,24.8,235.88200808856482
10245,2,25,山形県,1,1,1,0,7,8.0,1.6,14.3,346.02419589371124
